Year,Prison population total,Prison population rate
1982,2522,99
1986,4140,148
1990,5476,179
1995,15334,434
2000,13791,352
2002,16310,394
2004,16835,385
2006,12236,262
2008,11998,244
2010,12852,250
2012,12504,234
2014,12596,227
2016,12219,213
