Year,Prison population total,Prison population rate
1997,24851,317
2000,23504,291
2002,21293,260
2004,17845,214
2006,19559,229
2008,20986,236
2010,21971,241
2012,20782,222
2014,22526,235
2016,22938,235
2018,23320,235
