Year,Prison population total,Prison population rate
1976,66273,466
1980,80036,539
1985,106138,676
1990,55380,336
1995,85448,533
2000,78029,520
2002,84812,566
2004,57802,380
2006,52713,339
2008,56012,354
2010,63643,393
2012,52338,314
2014,49821,289
2016,39179,221
2018,33989,186
