Year,Prison population total,Prison population rate
1960,19650,72
1970,48608,132
1975,57558,135
1980,75496,159
1985,88072,168
1990,83947,148
1995,111028,186
2000,223406,354
2002,254070,396
2004,167142,257
2006,152625,232
2008,185082,278
2010,210855,313
2012,234895,346
2014,315012,460
2016,300868,437
2018,364288,526
