Year,Prison population total,Prison population rate
1974,206100,34
1993,196221,21
1995,216402,23
1998,275605,27
2000,272079,26
2002,322357,30
2004,331391,30
2006,373271,32
2008,384753,33
2010,368998,30
2012,385135,31
2014,418536,33
2015,419623,33
