Year,Prison population total,Prison population rate
1994,7376,152
1996,10105,219
1998,10406,233
2000,8349,190
2002,6794,157
2004,7867,182
2006,15465,352
2008,18659,426
2010,23684,530
2012,19350,432
2014,10372,280
2016,9334,251
2018,9990,268
