Year,Prison population total,Prison population rate
1950,1781,35
1955,2176,425
1960,2821,55
1965,3381,65
1970,5003,96
1975,4951,95
1980,4860,94
1985,5273,103
1990,4724,93
1995,5626,110
2000,5869,116
2002,6404,127
2004,6805,134
2006,7111,139
2008,7741,150
2010,7806,150
2012,8212,155
2014,7819,146
2016,7611,141
2018,7771,143
