Year,Prison population total,Prison population rate
1972,15231,90
1975,17540,97
1980,20819,102
1984,24723,111
1990,33040,132
1995,46258,169
2000,54288,187
2002,54351,184
2004,59069,195
2006,53580,174
2008,59212,188
2010,64877,201
2012,70675,214
2014,74941,219
2018,82512,232
