Year,Prison population total,Prison population rate
1975,1880,211
1980,1750,181
1990,972,92
1995,1181,105
2000,1635,137
2002,2438,203
2004,2572,211
2006,2238,182
2008,2200,177
2010,2449,196
2012,2760,219
2014,2233,176
2016,2237,175
