Year,Prison population total,Prison population rate
1990,3447,82
1995,4586,98
2000,6539,128
2002,6885,131
2004,6233,116
2006,6103,110
2008,6803,120
2010,6500,113
2012,9168,155
2014,10569,175
2016,14675,238
2017,17196,276
