Year,Prison population total,Prison population rate
1950,20474,47
1955,21134,47
1960,27099,59
1965,30421,64
1970,39028,80
1975,39820,81
1980,43109,87
1985,46278,93
1990,45636,90
1995,51047,100
2000,64602,124
2002,70861,135
2004,74657,141
2006,78150,145
2008,82636,152
2010,84725,153
2012,86634,153
2014,85307,149
2016,85348,146
2018,83014,140
