Year,Prison population total,Prison population rate
1973,6479,154
1975,8497,192
1978,6443,133
1980,6611,129
1985,8153,149
1990,12095,211
1995,12960,206
2000,12017,180
2002,12744,189
2004,12705,187
2006,11364,165
2008,10491,151
2010,9988,142
2012,9297,129
2014,8297,114
2016,8611,117
2018,8306,112
