Year,Prison population total,Prison population rate
1980,1392,73
1985,1426,62
1990,838,42
1995,635,32
2000,1148,58
2002,1099,55
2004,1085,54
2006,1257,63
2008,1374,68
2010,1304,64
2012,1410,68
2014,1488,72
2016,1323,64
2018,1333,64
