Year,Prison population total,Prison population rate
1975,827,622
1980,847,588
1992,617,316
1995,630,304
1998,1043,464
2000,765,320
2002,951,377
2004,1149,434
2006,1363,489
2008,1365,464
2010,1420,460
2012,1562,476
2014,1527,446
2017,1297,356
