Year,Prison population total,Prison population rate
1988,4679,71
1990,5074,76
1995,6070,86
2000,5760,80
2002,4937,68
2004,5977,81
2006,5888,79
2008,5780,75
2010,6181,79
2012,6599,82
2014,6923,84
2016,6912,82
2017,6863,81
