Year,Prison population total,Prison population rate
1980,32465,132
1985,59308,260
1990,26010,112
1995,45309,200
2000,48267,215
2002,48081,222
2004,39031,183
2006,34038,161
2008,26212,128
2010,28244,140
2012,31817,159
2014,30156,152
2016,27455,140
2018,21527,111
