Year,Prison population total,Prison population rate
1966,8553,116
1971,9094,121
1976,7668,100
1980,8102,107
1985,8463,112
1990,6390,83
1995,6714,84
2000,6862,86
2002,7425,92
2004,8449,103
2006,8853,107
2008,8214,98
2010,8597,102
2012,8554,101
2014,8605,101
2016,8530,97
2018,8692,98
