Year,Prison population total,Prison population rate
1950,1043,54
1955,1118,52
1960,1777,74
1965,1653,62
1970,2365,83
1975,2593,82
1980,2625,83
1985,2775,85
1990,3905,116
1995,4495,122
2000,5720,148
2002,5738,145
2004,6556,160
2006,7595,181
2008,7763,182
2010,8604,198
2012,8618,195
2014,8571,190
2016,9495,203
