Year,Prison population total,Prison population rate
1984,2969,259
1987,2532,200
1998,6455,378
2000,6742,381
2002,5829,320
2004,6105,328
2006,5969,314
2008,6300,325
2010,5063,256
2012,4241,211
2014,4131,202
2016,4376,210
