Year,Prison population total,Prison population rate
1993,4685,48
1996,4886,49
1998,6505,62
2000,7728,69
2002,8784,75
2004,9220,74
2006,11000,84
2008,11000,78
2010,11672,78
2012,12236,77
2014,12156,73
2016,14018,79
2017,14795,80
