Year,Prison population total,Prison population rate
1990,202,126
1992,212,131
1995,255,153
1998,176,103
2000,173,99
2002,232,131
2004,234,131
2006,183,101
2009,300,162
2011,427,227
2014,481,250
2017,400,204
