Year,Prison population total,Prison population rate
1981,161,134
1984,192,155
1989,270,199
1992,288,203
1995,374,254
1999,373,241
2001,464,291
2003,460,284
2005,503,303
2008,518,299
2010,526,296
2012,568,313
2014,634,345
2016,559,301
2017,527,280
