Year,Prison population total,Prison population rate
1987,3312,52
1989,3582,54
1996,5412,69
1998,6149,75
2000,8151,95
2002,6065,68
2004,6495,70
2006,7031,73
2008,7433,75
2010,9406,92
2012,14272,135
2014,14220,130
2016,16038,142
2018,17946,156
