Year,Prison population total,Prison population rate
1950,18834,200
1955,37027,376
1960,13684,137
1965,16699,164
1970,18374,178
1975,18154,172
1980,17532,164
1985,23016,218
1990,12319,119
1995,12455,121
2000,15539,152
2002,17838,176
2004,16543,164
2006,14821,147
2008,14743,147
2010,16328,163
2012,17179,173
2014,17890,182
2016,17658,180
2018,16947,173
