Year,Prison population total,Prison population rate
1988,55,81
1990,66,94
1993,70,99
1996,77,105
2000,54,70
2002,92,117
2004,51,64
2006,76,93
2008,107,129
2010,97,115
2012,81,95
2014,91,105
2016,76,86
2018,106,125
