Year,Prison population total,Prison population rate
1981,153,151
1992,321,297
1995,358,331
1999,405,375
2001,302,280
2003,364,337
2005,364,334
2008,410,376
2010,413,379
2012,460,422
2014,412,378
2016,460,418
