Year,Prison population total,Prison population rate
1980,14069,353
1985,21842,521
1991,11066,253
1992,10258,276
1995,9781,264
2000,9449,260
2002,10633,293
2004,10591,293
2006,8876,247
2008,7895,221
2010,6535,183
2012,6476,182
2014,6853,193
2016,8054,227
2018,7510,212
