Year,Prison population total,Prison population rate
1980,5944,404
1985,8564,562
1990,4465,284
1995,4401,304
2000,4712,343
2002,4783,349
2004,4577,337
2006,4410,327
2008,3456,258
2010,3555,267
2012,3400,257
2014,3026,230
2016,2681,204
