Year,Prison population total,Prison population rate
1990,2189,133
1992,2260,132
1995,2062,114
1998,2232,116
2000,2908,147
2002,3521,174
2004,3173,154
2006,2508,119
2008,2594,121
2010,2498,115
2012,2564,116
