Year,Prison population total,Prison population rate
1994,5354,161
1997,7648,242
2000,7281,236
2002,5789,190
2004,2856,94
2006,2873,95
2008,3539,119
2010,4807,162
2012,4532,153
2014,3923,132
2016,4873,162
