Year,Prison population total,Prison population rate
1990,15870,152
1992,21212,191
1995,21212,180
1998,18977,154
2000,20567,164
2002,21000,165
2004,19608,152
2006,18081,137
2008,14029,103
2010,13361,96
2012,16900,115
2014,17484,115
