Year,Prison population total,Prison population rate
1950,3776,88
1955,3462,78
1960,3241,71
1965,3337,70
1970,3458,70
1975,3378,67
1980,3240,63
1985,3304,65
1990,3425,67
1995,3478,67
2000,3382,63
2002,3435,64
2004,3767,70
2006,3932,72
2008,3530,64
2010,3965,71
2012,3984,71
2014,3784,67
2016,3421,60
