Year,Prison population total,Prison population rate
1990,719,207
1992,576,152
1995,482,116
1998,711,167
2000,847,196
2000,847,196
2002,928,211
2004,867,187
2006,859,168
2008,912,168
2010,929,172
2012,"1,112",191
2014,"1,205",189
2016,"1,271",197
