Year,Prison population total,Prison population rate
1992,"41,654",200
1994,"52,958",250
1996,"50,944",237
1998,"56,080",256
2000,"56,676",254
2000,"56,676",254
2002,"56,444",251
2004,"56,786",250
2006,"63,226",276
2008,"63,203",274
2010,"65,311",282
2012,"66,106",283
2014,"63,452",271
2016,"62,398",265
